,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744212192,0.746082072,0.707788293,0.714830963,0.681507004,0.691431863,0.658869591,0.669721561,0.637659398,0.646354753,0.652151657,0.607975758,0.601220472,0.589060956,0.529943737,0.509851083,0.488502639,0.436374388,0.423574073,0.415428417,0.410773757,0.407282762,0.403791767,0.366445724,0.357848757,0.347102548,0.33743096,0.328833993,0.323460888,0.321311647,0.29568453,0.29568453,0.29568453,0.293706707,0.264751046,0.259310956,0.252964184,0.247524094,0.242990686,0.240270641,0.239363959,0.238457278,0.237550596,0.215224792,0.212741429,0.207774703,0.20198019,0.178099926,0.170553319,0.163761373,0.141843391,0.136361521,0.132250118,0.116868098,0.11562482,0.104678794,0.105244625,0.096438666,0.096951637,0.097464609,0.097464609,0.0633078,0.05269238,0.030478834
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15938443,4.159100432,4.158816434,4.158532437,4.158248439,4.157964441,4.157680443,4.157396445,4.157112448,4.15682845,4.156544452,4.156260454,4.155976456,4.155692459,4.155408461,4.155124463,4.154840465,4.154556467,4.15427247,4.153988472,4.153704474,4.153420476,4.153136478,4.152852481,4.152568483,4.152284485,4.152000487,4.151716489,4.151432492,4.151148494,4.150864496,4.150580498,4.1502965,4.150012503,4.149728505,4.149444507,4.149160509,4.148876511,4.148592514,4.148308516,4.148024518,4.14774052,4.147456522,4.147172525,4.146888527,4.146604529,4.146320531,4.146036533,4.145752536,4.145468538,4.14518454,4.144900542,4.144616544,4.144332547,4.144048549,4.143764551,4.143480553,4.143196555,4.142912558,4.14262856,4.142344562,4.142060564,4.141776566,4.141492569,4.141208571,4.140924573,4.140640575,4.140356577,4.14007258,4.139788582,4.139504584,4.139220586,4.138936588,4.138652591,4.138368593,4.138084595,4.137800597,4.137516599,4.137232602,4.136948604,4.136664606,4.136380608,4.13609661,4.135812613,4.135528615,4.135244617,4.134960619,4.134676621,4.134392624,4.134108626,4.133824628,4.13354063,4.133256632,4.132972635,4.132688637,4.132404639,4.132120641,4.131836643,4.131552646,4.131268648,4.13098465,4.130700652,4.130416654,4.130132657,4.129848659,4.129564661,4.129280663,4.128996665,4.128712668,4.12842867,4.128144672,4.127860674,4.127576676,4.127292679,4.127008681,4.126724683,4.126440685,4.126156687,4.12587269,4.125588692,4.125304694,4.125020696,4.124736698,4.124452701,4.124168703,4.123884705,4.125304694,4.126724683,4.128144672,4.129564661,4.13098465,4.132404639,4.133824628,4.135244617,4.136664606,4.138084595,4.026628231,3.915874153,3.917216968,3.807176657,3.697927225,3.699194,3.59072826,3.483131042,3.48432301,3.377579882,3.271771988,3.272890479,3.168013158,3.064123326,2.961269329,2.952844665,2.834091556,2.725497913,2.622436725,2.524488557,2.431293172,2.342433964,2.167018314,2.08645356,1.915771158,1.836872641,1.758617051,1.590766356,1.506901132,1.420814743,1.250073852,1.15790025,1.063493035,0.96953213,0.878187206,0.849815004,0.764776625,0.68656237,0.61468315,0.597489216,0.535001106,0.522145257,0.467847739,0.456967559,0.40727153,0.397338078,0.388232414,0.345634602,0.338087995,0.329786727,0.291224353,0.282316314,0.273408275,0.263815002,0.254221729,0.244628456,0.213222115,0.20514081,0.198302783,0.192086395,0.185870007,0.180896897,0.176545425,0.157301106,0.153906118,0.151642793,0.149945299,0.148813636,0.148247805,0.148247805,0.148247805,0.133885594,0.133372623,0.131833708,0.130294793,0.075923762,0.056000032,0.037096618
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.403155732,4.514296193,4.514296193,4.514296193,4.514296193,4.625872712,4.625872712,4.625872712,4.625872712,4.737801043,4.737801043,4.737801043,4.737801043,4.737801043,4.737801043,4.737801043,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.850006121,4.737801043,4.737801043,4.737801043,4.737801043,4.737801043,4.737801043,4.625872712,4.625872712,4.625872712,4.625872712,4.625872712,4.625872712,4.514296193,4.514296193,4.501359702,4.377919735,4.255605696,4.243304776,4.122494621,4.002919024,3.88461656,3.767640365,3.756590216,3.641268358,3.527329929,3.414803023,3.303707647,3.293873964,3.184542896,3.076687471,2.970338719,2.865515973,2.762228086,2.753856641,2.652421154,2.55255282,2.454281459,2.357623518,2.350368362,2.277132329,2.30259547,2.235390412,2.256379994,2.277369575,2.204643731,2.21808668,2.234890367,2.248333317,2.167250954,2.180151257,2.09900918,2.108283153,2.027263388,2.033182405,2.039101422,2.136105072,2.328991014,2.622436725,2.825959299,3.025928608,3.125082729,3.116063731,2.898084351,2.678438957,2.368324428,2.071187262,1.783369484,1.59428324,1.48512384,1.378369179,1.34518212,1.305357649,1.198814253,1.158993499,1.117076917,1.016566197,0.976933987,0.884453183,0.848925465,0.767650985,0.691431863,0.664965572,0.599958898,0.576704678,0.5202721,0.501432163,0.451253118,0.436391488,0.391806744,0.377993045,0.338626525,0.32582621,0.290147641,0.279401432,0.269729844,0.240305487,0.233383107,0.227449638,0.204003374,0.095625493,0.067411252,0.046088502
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.053808439,0.993399296,0.928452297,0.869927019,0.815267627,0.76412965,0.716244012,0.671271842,0.627514817,0.586358842,0.543757436,0.541245855,0.49688497,0.488739315,0.439519945,0.425549873,0.40943056,0.359963775,0.342163369,0.324362963,0.281977998,0.267471091,0.252964184,0.21936373,0.207774703,0.180363908,0.172817301,0.166025355,0.14526956,0.141158157,0.137046754,0.134305819,0.119354653,0.117489737,0.11562482,0.103547131,0.102415468,0.101283806,0.100152143,0.099586312,0.089770034,0.089257063,0.088744091,0.08823112,0.087718148,0.086692205,0.085666261,0.084127347,0.082588432,0.081562488,0.072825022,0.071424541,0.070957714,0.07002406,0.07002406,0.07002406,0.070490887,0.070957714,0.071424541,0.071891368,0.065715371,0.06049412,0.048857186,0.034907724
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.476575214,3.449789809,3.423004404,3.396218999,3.369433593,3.342648188,3.315862783,3.289077378,3.262291972,3.235506568,3.208721162,3.181935757,3.155150352,3.128364947,3.101579541,3.074794136,3.048008731,3.021223326,3.005457828,2.98969233,2.973926832,2.866556669,2.851279378,2.746220805,2.642997394,2.628682689,2.52777049,2.513929941,2.415343561,2.401972167,2.305696196,2.211281447,2.198833001,2.106740524,2.094745541,2.004959699,1.99341273,1.905955797,1.820359402,1.809691263,1.726402662,1.716165159,1.635178785,1.625365856,1.546664909,1.469881893,1.460899214,1.364644366,1.334315504,1.243269452,1.214352785,1.128601865,1.046614298,1.02044561,0.943542851,0.918709449,0.84675089,0.778362458,0.756120295,0.692499328,0.671511262,0.629223793,0.62615671,0.585391358,0.545934693,0.543234102,0.505298698,0.502774146,0.466363342,0.4640098,0.429103732,0.320603403,0.301971077,0.306276637,0.286386468,0.289395406,0.291867034,0.270368396,0.27155509,0.249337458,0.187959624,0.169458742,0.20338106,0.18179252,0.161688257,0.158082752,0.154352919,0.150871742,0.147825711,0.145276992,0.157877861,0.141422831,0.139744407,0.138003818,0.136138902,0.148010495,0.14609184,0.144584326,0.143487952,0.157271291,0.157044892,0.157271291,0.157724087,0.158176883,0.158403282,0.158025951,0.142391578,0.140472923,0.137594941,0.133826156,0.142253543,0.136367189,0.142545035,0.148242452,0.14044499,0.145468877,0.127026101,0.132810811,0.128162927,0.124800628,0.112428526,0.111521845,0.12153722,0.111793849,0.112519195,0.113335208,0.104218467,0.104963476,0.115601912,0.117545848,0.119201423,0.097322987,0.079706386,0.053874951
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.114661923,2.112758437,2.110854951,2.108951464,2.107047978,2.105144492,2.103241005,2.101337518,2.099434032,2.097530546,2.095627059,2.093723573,2.091820087,2.0899166,2.088013114,2.086109627,2.084206141,2.082302655,2.080399168,2.078495682,2.076592195,2.074688709,2.072785222,2.070881736,2.06897825,2.067074763,2.065171277,2.06326779,2.061364304,2.059460818,2.057557331,2.079215829,2.100874328,2.122532826,2.144191324,2.165849822,2.168397881,2.17094594,2.173493998,2.176042057,2.178590115,2.153109529,2.20051821,2.102148357,1.936640073,1.981657846,2.162478917,2.343618573,2.102561365,2.277769775,1.782184116,1.75466998,1.727155844,1.760754736,1.851310212,2.075252843,1.844158908,1.93764074,1.966417582,2.044606796,1.658014242,1.930090479,1.806279624,1.950309672,2.030075447,2.181989124,2.634156643,1.856475845,1.866671952,1.875299428,2.023604247,2.547273307,2.113789898,1.909809329,1.764959435,1.965566511,1.819835053,1.813033344,1.806231635,1.793383962,1.915959744,1.767688617,1.624593595,1.676929719,1.718565162,1.631823583,1.734906873,1.525942563,1.56416438,1.554706641,1.605203344,1.595378653,1.645494855,1.575729272,1.388656691,1.489229993,1.308090754,1.242094092,1.283580178,1.367646137,1.290187086,1.170385673,1.154011959,1.137638245,1.121264531,1.057777697,1.042102167,0.981431711,1.010751106,0.95145497,0.936466599,1.006648531,0.865582698,0.811633211,0.836958717,0.822646727,0.846536376,0.831548006,0.8539958,0.83832027,0.68178092,0.635712272,0.62336344,0.549267908,0.508837949,0.527066091,0.515965183,0.504864275,0.466854228,0.536921617,0.47156155,0.415113333,0.409503693,0.388935015,0.359176149,0.341569475,0.343330142,0.350372812,0.371500821,0.369740153,0.407094589,0.31040006,0.338448258,0.362697484,0.444315772,0.430009483,0.392221192,0.357958798,0.307668757,0.300134012,0.266479293,0.247162805,0.230416373,0.232394196,0.215790236,0.219416963,0.223043689,0.225763734,0.209430279,0.212741429,0.215224792,0.197721104,0.217708155,0.216880367,0.196211783,0.19319314,0.188665176,0.184137212,0.178099926,0.172817301,0.166780015,0.16074273,0.154705444,0.135676287,0.13087965,0.126083014,0.121971611,0.107543516,0.105056961,0.103192044,0.101327128,0.091098842,0.089967179,0.089401348,0.088835517,0.080023574,0.080023574,0.080023574,0.073291849,0.073291849,0.073758676,0.074225503,0.07469233,0.07469233,0.068259192,0.068259192,0.068259192,0.062049369,0.062049369,0.062434768,0.063205568,0.063976368,0.064747167,0.065517967,0.06049412,0.06119754,0.056320032,0.06260438,0.057600033,0.057920033,0.058240034,0.051234022,0.043253307,0.025069924
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.480142826,1.477930356,1.395822189,1.391630531,1.311826165,1.307862944,1.23038096,1.2266412,1.151476477,1.147955143,1.075193089,1.071884802,1.001481779,0.998381216,0.930403031,0.864676633,0.861974519,0.798682978,0.796171396,0.735436302,0.733108972,0.675936541,0.67486192,0.675936541,0.622025315,0.621036404,0.56667604,0.562142632,0.553982497,0.49584481,0.484255782,0.470183392,0.415818048,0.402988816,0.390159584,0.343987353,0.335079314,0.326856509,0.320004171,0.313837067,0.309040431,0.276007636,0.271034525,0.266683054,0.261088304,0.255493555,0.249277167,0.243060778,0.236222751,0.230006363,0.203133443,0.19747513,0.192382648,0.186724335,0.181631853,0.160047147,0.155943374,0.152352573,0.149274743,0.133045713,0.130244751,0.07456252,0.058240034,0.040240639
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.194183678,3.194690143,3.195196608,3.195703073,3.196209538,3.196716004,3.197222469,3.197728934,3.198235399,3.198741864,3.199248329,3.199754794,3.20026126,3.200767725,3.20127419,3.201780655,3.20228712,3.202793585,3.203300051,3.203806516,3.204312981,3.204819446,3.205325911,3.205832376,3.206338842,3.206845307,3.207351772,3.207858237,3.208364702,3.208871167,3.209377633,3.209884098,3.210390563,3.210897028,3.211403493,3.211909958,3.212416423,3.212922889,3.213429354,3.213935819,3.214442284,3.214948749,3.215455214,3.21596168,3.216468145,3.21697461,3.217481075,3.21798754,3.218494005,3.219000471,3.219506936,3.220013401,3.220519866,3.221026331,3.221532796,3.222039261,3.222545727,3.223052192,3.223558657,3.224065122,3.224571587,3.225078052,3.225584518,3.226090983,3.226597448,3.227103913,3.227610378,3.228116843,3.228623309,3.229129774,3.229636239,3.230142704,3.230649169,3.231155634,3.2316621,3.232168565,3.23267503,3.233181495,3.23368796,3.234194425,3.23470089,3.235207356,3.235713821,3.236220286,3.236726751,3.237233216,3.237739681,3.238246147,3.238752612,3.239259077,3.239765542,3.240272007,3.240778472,3.241284938,3.241791403,3.242297868,3.242804333,3.243310798,3.243817263,3.244323729,3.244830194,3.245336659,3.245843124,3.246349589,3.246856054,3.247362519,3.247868985,3.24837545,3.248881915,3.24938838,3.249894845,3.25040131,3.250907776,3.251414241,3.251920706,3.252427171,3.252933636,3.253440101,3.253946567,3.254453032,3.254959497,3.255465962,3.255972427,3.256478892,3.256985358,3.257491823,3.259563726,3.261635629,3.263707531,3.265779434,3.267851337,3.26992324,3.271995143,3.274067046,3.276138949,3.278210852,3.280282755,3.282354658,3.284426561,3.286498464,3.288570367,3.290642269,3.292714172,3.294786075,3.296857978,3.298929881,3.301001784,3.303073687,3.213133978,3.215148201,3.217162425,3.23394762,3.261922945,3.196384537,3.229000706,3.161659161,3.193328534,3.129364648,3.160094906,3.190825164,3.118984621,3.148783837,3.173616517,3.104216335,3.128280027,3.147530982,3.071189306,3.089830819,3.007835758,3.025873753,2.943086182,2.860173363,2.872810359,2.789364143,2.705890015,2.717654754,2.62999418,2.637551634,2.546314106,2.553589289,2.557226881,2.45927928,2.455781016,2.452282753,2.349155439,2.342433964,2.332351752,2.225302319,2.212402015,2.196276636,2.083552559,2.065004613,1.953275673,1.932559113,1.825204341,1.799736374,1.77709818,1.675286485,1.653669886,1.632053286,1.538026601,1.519992788,1.501958975,1.483925163,1.398063764,1.383347303,1.368630843,1.284620464,1.268300422,1.25198038,1.170396943,0.557951973,0.264751046,0.085217997
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.312679526,3.312679526,3.312679526,3.312679526,3.312679526,3.312679526,3.312679526,3.210096582,3.210096582,3.210096582,3.210096582,3.210096582,3.108472332,3.108472332,3.108472332,3.007835758,3.007835758,3.007835758,2.908205161,2.908205161,2.809625381,2.809625381,2.71617383,2.720239958,2.62353684,2.62353684,2.527968543,2.520411089,2.415360809,2.308853947,2.291362629,2.184479306,2.080173906,2.064048527,1.962990912,1.944442967,1.843773855,1.817138278,1.7091836,1.596926311,1.481348904,1.434976242,1.31712323,1.203020253,1.090748002,0.985039683,0.885779903,0.796568828,0.757301351,0.679617615,0.608724703,0.544148768,0.485490678,0.432338317,0.412072458,0.365435136,0.350365646,0.310698564,0.299061914,0.288588929,0.257909014,0.104435322,0.073291849,0.050969929
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.522546225,3.529069458,3.535592692,3.542115926,3.54863916,3.555162393,3.561685627,3.568208861,3.574732095,3.581255328,3.587778562,3.489965003,3.496298878,3.39876658,3.301753146,3.30771299,3.21105913,3.114996862,3.120589316,3.024971854,2.930005799,2.934365927,2.943086182,2.847536368,2.8517487,2.8517487,2.8517487,2.744636729,2.740570601,2.732438344,2.62745842,2.615693681,2.607850522,2.50529618,2.497738725,2.490181271,2.397172851,2.397172851,2.397172851,2.397172851,2.30185742,2.291362629,2.184479306,2.157593407,2.035022845,1.993096859,1.86715986,1.746110071,1.704676951,1.593162859,1.491545387,1.396332358,1.309765,1.290143052,1.210014557,1.134997414,1.12172259,1.054202044,0.98882365,0.980897208,0.91811102,0.910631501,0.846881018,0.834556346,0.770830738,0.757597592,0.694526063,0.680573531,0.666620998,0.611573332,0.599979524,0.588385717,0.537720781,0.526912323,0.514752808,0.467154195,0.455852077,0.44580575,0.404955432,0.396809777,0.389827787,0.159139538,0.099900992,0.049121279
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.026930453,3.005163186,2.98339592,2.961628654,2.939861387,2.918094121,2.896326855,2.874559588,2.852792322,2.831025056,2.809257789,2.787490523,2.765723256,2.763589211,2.761455165,2.759321119,2.757187073,2.755053028,2.752918982,2.750784936,2.748650891,2.746516845,2.744382799,2.742248754,2.740114708,2.737980662,2.735846616,2.733712571,2.731578525,2.729444479,2.727310433,2.725176387,2.723042342,2.720908296,2.71877425,2.716640205,2.714506159,2.712372113,2.710238068,2.708104022,2.705969976,2.703835931,2.701701885,2.699567839,2.697433793,2.695299748,2.693165702,2.691031656,2.68889761,2.686763564,2.684629519,2.682495473,2.680361427,2.678227382,2.676093336,2.67395929,2.671825245,2.669691199,2.667557153,2.665423108,2.663289062,2.661496463,2.659703865,2.657911266,2.656118668,2.65432607,2.652533471,2.650740873,2.648948274,2.647155676,2.645363078,2.563477567,2.561739279,2.480726062,2.479041603,2.398929735,2.397298602,2.318107903,2.239797588,2.238271543,2.160926267,2.159451951,2.083077624,2.081654479,2.006280191,2.004907638,1.930551762,1.929229208,1.855899224,1.783589674,1.782365282,1.711119444,1.709943186,1.639789803,1.638661026,1.569619899,1.568537935,1.500618833,1.433846573,1.432856152,1.367249938,1.351037488,1.257214374,1.16750588,1.081785654,1.004461649,0.928452297,0.860018966,0.792829069,0.73067697,0.713070296,0.653386569,0.596858336,0.57980524,0.524619777,0.507229067,0.45530629,0.406876234,0.390550953,0.347935845,0.33513553,0.298744608,0.287998399,0.25513916,0.246238956,0.218510281,0.212163509,0.187907799,0.182113286,0.17714656,0.173007621,0.154705444,0.152441462,0.15017748,0.148668159,0.133620585,0.145649516,0.142630873,0.166829426,0.176026242,0.183760173,0.192004731,0.199670745,0.195903372,0.17804075,0.150314544,0.125823725,0.113953766,0.092624184,0.082045541,0.079782216,0.069764141,0.067712255,0.065147396,0.063608482,0.062069567,0.061043623,0.060530652,0.06001768,0.059504709,0.053685112,0.053955973,0.054080031,0.038642311
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.414486329,3.414634119,3.41478191,3.4149297,3.41507749,3.415225281,3.415373071,3.415520862,3.415668652,3.415816442,3.415964233,3.416112023,3.416259814,3.416407604,3.416555395,3.416703185,3.416850975,3.416998766,3.417146556,3.417294347,3.417442137,3.417589927,3.417737718,3.417885508,3.418033299,3.418181089,3.418328879,3.41847667,3.41862446,3.418772251,3.418920041,3.419067832,3.419215622,3.419363412,3.419511203,3.419658993,3.419806784,3.419954574,3.420102364,3.420250155,3.420397945,3.420545736,3.420693526,3.420841316,3.420989107,3.421136897,3.421284688,3.421432478,3.421580269,3.421728059,3.421875849,3.42202364,3.42217143,3.422319221,3.422467011,3.422614801,3.422762592,3.422910382,3.423058173,3.423205963,3.423353753,3.423501544,3.423649334,3.423797125,3.423944915,3.424092706,3.424240496,3.424388286,3.424536077,3.424683867,3.424831658,3.424979448,3.425127238,3.425275029,3.425422819,3.42557061,3.4257184,3.42586619,3.426013981,3.426161771,3.426309562,3.426457352,3.426605143,3.426752933,3.426900723,3.427048514,3.427196304,3.427344095,3.427491885,3.427639675,3.427787466,3.427935256,3.428083047,3.428230837,3.428378627,3.428526418,3.428674208,3.428821999,3.428969789,3.42911758,3.42926537,3.42941316,3.429560951,3.429708741,3.429856532,3.430004322,3.430152112,3.430299903,3.430447693,3.430595484,3.430743274,3.430891064,3.431038855,3.431186645,3.431334436,3.431482226,3.431630017,3.431777807,3.431925597,3.432073388,3.432221178,3.432368969,3.432516759,3.432664549,3.43281234,3.43296013,3.432242291,3.431524452,3.430806613,3.430088774,3.429370935,3.428653095,3.427935256,3.427217417,3.426499578,3.425781739,3.4250639,3.424346061,3.423628221,3.422910382,3.422192543,3.421474704,3.420756865,3.420039026,3.419321187,3.418603347,3.216050601,2.919485656,2.631891119,2.44535045,2.174397094,2.177757832,2.181118569,2.099524361,2.102749437,2.021726074,2.024817398,2.031000046,1.947356656,1.953275673,1.873310502,1.876140276,1.881799825,1.802284009,1.804986084,1.807688159,1.726093505,1.726093505,1.640885365,1.635979878,1.548072574,1.54107827,1.45580565,1.449168238,1.364384753,1.284083617,1.276157175,1.196723122,1.118023797,1.107459792,1.028877079,1.01398979,0.931719116,0.911565458,0.830406443,0.807218829,0.781132763,0.703900822,0.680932849,0.656613818,0.634996902,0.613379987,0.636210172,0.658869591,0.681507004,0.746082072,0.766883271,0.829676472,0.890345871,0.951130392,0.964952993,0.982556854,0.99849774,0.973767146,0.911528647,0.8545918,0.837613155,0.786303818,0.736810063,0.72135251,0.708471215,0.402266936,0.236435017,0.072840563
